text,sa_coarse,sa_fine_modified
Frauen haben bereits zwei Tage lang niemanden mehr der sexuellen Belästigung bezichtigt.,ASSERTIVE,ASSERT
@Tigerelch @marcobuelow,DIRECTIVE,ADDRESS
"Mittlerweile werden deutsche Frauen die Hilfe brauchen abgewiesen, weil nicht genug Plätze vorhanden sind.",ASSERTIVE,SUSTAIN
|LBR| Und ganz klar im Kopf scheint sie auch nicht zu sein.,ASSERTIVE,GUESS
@IvyandWoe,DIRECTIVE,ADDRESS
@nprncbl @AuswaertigesAmt,DIRECTIVE,ADDRESS
"|LBR| ES WIRD ZEIT, DIESE KRANKE ZU WARNEN!",COMMISSIVE,COMMISSIVE
gut dass es #ORF gibt,EXPRESSIVE,REJOICE
#Offenburg,OTHER,OTHER
so ist es mir zumindest in Erinnerung.,ASSERTIVE,ASSERT
@MacproMastek @SaschaLitvin,DIRECTIVE,ADDRESS
@Rumsucher,DIRECTIVE,ADDRESS
"Ist doch klar dass das Regime so hart gegen Chemnitz und die AfD vorgeht,",ASSERTIVE,ASSERT
@klammerdackel @Mr_Empty_hier,DIRECTIVE,ADDRESS
"|LBR| Es scheint,als seien Sie vor allem enttäuscht von der #SPD.",ASSERTIVE,ASSERT
Um zehn ins Bett gegangen damit ich um drei wach werd und bis jetz nicht schlafen kann,ASSERTIVE,ASSERT
@Junge_Freiheit @hackenstad,DIRECTIVE,ADDRESS
Daran sieht man den Politikern geht es zu gut,ASSERTIVE,ASSERT
|LBR| Da bricht dein ganzes Weltbild zusammen.,ASSERTIVE,ASSERT
"Das schlimme ist, gerade hier in Dortmund, das solche Situationen häufig und alltäglich sind !",EXPRESSIVE,COMPLAIN
Scheiß drauf,DIRECTIVE,REQUIRE
#Tempolimit,OTHER,OTHER
"Warum genau soll ich über meine Gasrechnung eigentlich auch noch ukrainischen Oligarchen die Datscha finanzieren, @katarinabarley?",DIRECTIVE,REQUEST
@LucasSchoppe1 @c_lindner @heutejournal,DIRECTIVE,ADDRESS
wir sprechen seit 2015 auch über nichts anderes als über Flüchtlinge.,ASSERTIVE,ASSERT
- #Tagesschau sendet bereits im #Scharia-Modus,EXPRESSIVE,COMPLAIN
undemokratisch sind alle altpartein aber nicht die afd,ASSERTIVE,ASSERT
"Der definiert sich - war ja klar - auch noch als ""Feminist""!",ASSERTIVE,ASSERT
|LBR| Bundeswehr säubern+Gegenwehr ausschalten,DIRECTIVE,REQUIRE
"ZDF Journalist Wolfgang Herles: „Wir müssen so berichten, wie es Frau Merkel vorgibt“.",ASSERTIVE,ASSERT
Nix Überraschendes.,ASSERTIVE,ASSERT
"Das sind Amateure, die das tun, was ihnen opportun scheint.",ASSERTIVE,ASSERT
😅,EXPRESSIVE,expressEMOJI
"Da ist kein Einziges dabei, das nicht zumindest tendenziös ist und die Tatsachen verdreht.",ASSERTIVE,ASSERT
@wolfibey @SawsanChebli,DIRECTIVE,ADDRESS
@_Rosenkavalier_,DIRECTIVE,ADDRESS
Ösi können das Miststück gerne behalten und direkt abschieben,EXPRESSIVE,COMPLAIN
Wird sie dann immer noch als Galionsfigur tauglich sein?,DIRECTIVE,REQUEST
Aber das erwarte ich von einer Muslima auch nicht.,ASSERTIVE,ASSERT
|LBR| Freie Fahrt für freie Bürger.,DIRECTIVE,REQUEST
Häng dich weg alter.,DIRECTIVE,REQUIRE
Ein Polizeirevier ist kein weibliche Klatschparty mit der besten Freundin.,ASSERTIVE,ASSERT
@grknzrstrr,DIRECTIVE,ADDRESS
|LBR| Faltencreme hat sie offenbar reichlich konsumiert.,ASSERTIVE,GUESS
Kochlöffel.,ASSERTIVE,ASSERT
"Wenn ein angegriffener Asylant benötigt wird, ist er sofort zur Stelle.",ASSERTIVE,ASSERT
Unfassbar.,EXPRESSIVE,COMPLAIN
|LBR| Die Völker müssen zeigen das sie diese Scheiß Armutspolitik nicht mehr mit machen.,DIRECTIVE,REQUEST
Fickt doch eure dummen Feuerwerke,EXPRESSIVE,COMPLAIN
danke ab in den müll mit der scheiße,EXPRESSIVE,EXCLUDED
|LBR| Das ist hinterfotzig.,EXPRESSIVE,COMPLAIN
Auf keinen (Einzel)-Fall!,EXPRESSIVE,COMPLAIN
Haben wir da eine Generation Gehirn Prothesen träger heran gezogen.,DIRECTIVE,REQUEST
@AkifPirincci,DIRECTIVE,ADDRESS
|LBR| Ich versuch es zumindest.,ASSERTIVE,ASSERT
@161_kamikaze,DIRECTIVE,ADDRESS
Fand ekliger body shamer,UNSURE,UNSURE
|LBR| Schnee im Winter =Klimawandel,ASSERTIVE,ASSERT
@KrahMax,DIRECTIVE,ADDRESS
@lawyerberlin,DIRECTIVE,ADDRESS
checkst du das nicht?,DIRECTIVE,REQUEST
Sind schon dreiste Früchtchen hier!,UNSURE,UNSURE
die Partei ohne Rückrat #SPD fällt wie zu erwarten gewesen ist doch um.,ASSERTIVE,ASSERT
@ismail_kupeli,DIRECTIVE,ADDRESS
So geiler Content auf diesen Accounts und ich verpasse alles.,UNSURE,UNSURE
😎\U261D,EXPRESSIVE,expressEMOJI
|LBR| Keine.,ASSERTIVE,ASSERT
Was meckern die #Gutmenschen und #Bahnhofsklatscher..,DIRECTIVE,REQUEST
@SPIEGELONLINE,DIRECTIVE,ADDRESS
|LBR| Gnadenlos.,ASSERTIVE,ASSERT
"Warum kein deutsches Themenmärchen,",DIRECTIVE,REQUEST
Wir brauchen #Gelbwesten in der ganzen #EU..,DIRECTIVE,REQUEST
"Kauft Euch's doppelt,",DIRECTIVE,REQUIRE
@ImreGrimm @CocaCola_De @FlixBus_DE @3sat,DIRECTIVE,ADDRESS
😉,EXPRESSIVE,expressEMOJI
Das Tempolimit ist mir sowas von scheissegal.,ASSERTIVE,ASSERT
|LBR| Enttäuschung ja,ASSERTIVE,ASSERT
Ein Widerling allererster Kajüte.,EXPRESSIVE,COMPLAIN
"Ich finde, die Freiheit seine Kinder zu verstümmeln, ist weniger wert als die Freiheit, einvernehmlich Sex haben zu dürfen.",ASSERTIVE,ASSERT
#RelevanteThemenausgegrenz,OTHER,OTHER
"da der nächste Messermord so sicher kommt wie Merkels Raute, ist die Welle nicht aufzuhalten",ASSERTIVE,PREDICT
Ist ja auch verständlich.,UNSURE,UNSURE
anders ist das nicht zu erklären ...,ASSERTIVE,ASSERT
"voller verrückter Mossis die Juden den Tod wünschen, aber keine Sorge: |LBR| Das ist Vielfalt, das ist bunt und eine Islamisierung findet nicht statt.",EXPRESSIVE,COMPLAIN
"Ich verstehe immer weniger, warum die Polen, Tschechen und Ungarn unsere vorbildliche Migrationspolitik nicht mitmachen wollen.",ASSERTIVE,ASSERT
Hoffentlich liest den Scheiss niemand,EXPRESSIVE,WISH
🤕🧕,EXPRESSIVE,expressEMOJI
\U270C🏻,EXPRESSIVE,expressEMOJI
"wer sich die Verpflechtung Industrie, Politik anschaut weiß wie es läuft....",ASSERTIVE,ASSERT
Ich gehe jetzt pennen.,COMMISSIVE,COMMISSIVE
"Die AFD sind Nazis,",ASSERTIVE,ASSERT
"3,2,1 irgend ein vertrottelter Gutmensch wird es fordern.",ASSERTIVE,PREDICT
@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Gwen_Ny_ @dasstimmvieh @Mohrenpost,DIRECTIVE,ADDRESS
Aber 90%der hier lebenden Moslems vertritt Fundamentalische Ideologien.,ASSERTIVE,ASSERT
@ManuKindinger,DIRECTIVE,ADDRESS
deshalb taugen sie auch nicht mehr als Feindbilder.,ASSERTIVE,ASSERT
@PETADeutschland,DIRECTIVE,ADDRESS
Alle!,DIRECTIVE,REQUIRE
"|LBR| Ich empfehle hierzu ""Die Ethnische Säuberung Palästinas""des israelischen Historikers Prof. Ilan Pappe.",DIRECTIVE,SUGGEST
ich komme grade vom Einkaufen und musste wieder an der #Tafel Suppenküche vorbei,ASSERTIVE,ASSERT
"|LBR| passt nicht ganz,",ASSERTIVE,ASSERT
Klingt fast als sollte das Problem nur um des Problemes Willen bestehen und gar keine Lösung gefunden werden..,ASSERTIVE,ASSERT
"Am besten, keine Artikel mehr twittern, nicht mehr folgen",DIRECTIVE,SUGGEST
Ich habe eben eine Karte aus dem Zeithorizont gepostet...,UNSURE,UNSURE
Frauen schlafen für gewöhnlich nicht mit statusniederen Männern.,ASSERTIVE,ASSERT
@zeitonline,DIRECTIVE,ADDRESS
"Den ganzen Tag CNs über Tweets kommentieren und Nachmittags bisserl moralischen Schulterschluss mit Islamisten, weil die den Westen genauso hassen wie man selber.",ASSERTIVE,ASSERT
Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung.,ASSERTIVE,ASSERT
Dreck...,EXPRESSIVE,COMPLAIN
@neuthfer @JKasek @platznehmen,DIRECTIVE,ADDRESS
@fraeulein_tessa @jusos,DIRECTIVE,ADDRESS
:-(,EXPRESSIVE,expressEMOJI
@KokoLores20,DIRECTIVE,ADDRESS
Glaubst du immer noch an die Mafiabande und die Hollywood show in Berlin ⁉️,DIRECTIVE,REQUEST
"- aber wenn sie der Schariapartei entgegengesetzt wird, gerne doch!",UNSURE,UNSURE
@liesche13761429 @Wahemue,DIRECTIVE,ADDRESS
"|LBR| Vandalismus-Kampftruppe des Altparteienkartells in ""interventionistischen Linke""unter Tarnnamen ""Antifa"".",ASSERTIVE,ASSERT
*LOL*,EXPRESSIVE,REJOICE
🤔,EXPRESSIVE,expressEMOJI
"Geht bspw. jeden Monat vom Gehalt eine kleine Rücklage auf eins, welches für Kosten rund ums Auto ist.",ASSERTIVE,ASSERT
heute gibt's Hirnwäsche.,EXPRESSIVE,COMPLAIN
|LBR| Gefühle?,DIRECTIVE,REQUEST
#Nahles gegen die SPD Basis...,ASSERTIVE,ASSERT
Heute nacht wird Arschloch Trump zum Präsident gewählt ... nur mal so,EXPRESSIVE,COMPLAIN
|LBR| TOLL,EXPRESSIVE,COMPLAIN
|LBR| Vielmehr hätte bei entsprechender Konsequenz des Herrn Abgeordneten der Austritt logischerweise bei Neuauflage der #GroKo erfolgen müssen.,ASSERTIVE,ASSERT
"Roth,Haye,Friedman,die geballte Ladung der Zersetzung!",EXPRESSIVE,COMPLAIN
fuck ist eher bei weitem zu nett!,ASSERTIVE,ASSERT
ich werde ihnen auch in den Hintern Kriechen so bald ich bei der Merkel raus bin.,ASSERTIVE,PREDICT
@bimbas_world @safe_ID35,DIRECTIVE,ADDRESS
Also macht schön weiter so.,DIRECTIVE,REQUIRE
Seitdem der Tagesspiegel so viel shit über angeblich bürgerliche Maoisten verbreitet...,UNSURE,UNSURE
"keine ahnung was bei dir grade so durchschmorrt, dass du son rotz hier hinknallst.",ASSERTIVE,ASSERT
"Und das sagt alles über Dich aus, was es wert ist, zu wissen.",ASSERTIVE,ASSERT
|LBR| Nur noch ein Reply.,COMMISSIVE,COMMISSIVE
"Deutschland Scheiße, aber Sozialhilfe / H4 kassieren ist OK",EXPRESSIVE,COMPLAIN
@ObenausThomas @Jung_us_Koelle @anna_IIna,DIRECTIVE,ADDRESS
Bei Flüchtlingen werden sogar Taxifahrten zu Aemtern bezahlt.,EXPRESSIVE,COMPLAIN
ist allerdings 500 MB groß...,ASSERTIVE,ASSERT
"#jungfernstieg vergessen und wer sich die Polizei Berichte antut weiß wie es um die importierte Toitschenfeindlichkeit bestellt ist,",ASSERTIVE,ASSERT
"Fast 30 Jahre hängt uns der Solidaritätszuschlag am Hals, der sich nicht wie versprochen abschaffen lässt, aber der ganzen Welt ein zu Hause geben, funktioniert dagegen ganz locker.",EXPRESSIVE,COMPLAIN
|LBR| Was ist da los?,DIRECTIVE,REQUEST
es wird Zeit das dieses braune Pack aus dem Bundestag verschwindet,ASSERTIVE,ASSERT
Wie lange geht so ein Handballspiel?,DIRECTIVE,REQUEST
😁,EXPRESSIVE,expressEMOJI
"deshalb sind die Führer treu und senden jeden Dreck,",ASSERTIVE,ASSERT
@MarioBuchinger @Tevsa,DIRECTIVE,ADDRESS
"„Die Begriffe rechts und links haben eine weitgehende Entwertung erfahren,",ASSERTIVE,ASSERT
TOLL,EXPRESSIVE,COMPLAIN
#krone18,OTHER,OTHER
"Ich weiß halt, wie man Frauen zum Miauen bringt",ASSERTIVE,ASSERT
Klarer Eingriff in die Wahlfreiheit und verfassungswidrig!,ASSERTIVE,ASSERT
"mindest 1500 für jeden, ohne Bedingungen, ab 65, spätestens!",DIRECTIVE,REQUEST
"Was für ein mieses, islamisches Dreckspack!",UNSURE,UNSURE
@spdbt @schneidercar,DIRECTIVE,ADDRESS
sie weiß immer noch nicht das die #SPD die Regierung ist.,ASSERTIVE,ASSERT
Diese Islam existiert aber nur und ausschließlich in den Taquia Reden der Talkshow-Virzeigemoslems,UNSURE,UNSURE
Glaube meine Arsch und Achselhaare wachsen bald zusammen wenn des so weiter geht,ASSERTIVE,GUESS
|LBR| Natürlich wird die Lügenpresse was anderes sagen,ASSERTIVE,PREDICT
"Aus dem einfachen Grund,",UNSURE,UNSURE
🖕🏻,EXPRESSIVE,expressEMOJI
LBR| Trockener Sommer = Klimawandel,ASSERTIVE,ASSERT
ich unterteile in nur 2 Kategorien: Arm...loch oder Nicht-Arm...Loch.,ASSERTIVE,ASSERT
Sitz im Zug,UNSURE,UNSURE
😡,EXPRESSIVE,expressEMOJI
jetzt wo auch ihre Reichen Wähler in Hartz IV fallen wollen sie es abschaffen.,ASSERTIVE,ASSERT
"Wenn man von seinem Versagen ablenken muss lobt man alles und jeden über den Klee,",ASSERTIVE,ASSERT
"Ganz viel Soli mit @freiwildjaeger, die aufgrund der mutigen Veröffentlichung ihrer Geschichte und ihrer Forderung das beschissene Verbot der Information über Schwangerschaftsabbrüche endlich aufzuheben Trolle und persönliche Angriffe von Fundifreaks ertragen muss.",EXPRESSIVE,WISH
"Wir sind früher in Der Schule mit Dem Stock auf die Finger bestraft worden , bei Ungehorsam.",ASSERTIVE,ASSERT
🖕🏻,EXPRESSIVE,expressEMOJI
"Als radikalisiert geführt,aber nicht als Gefährder eingestuft und 24/7 observiert.",ASSERTIVE,ASSERT
siehe meine 2 Tweets davor.,DIRECTIVE,REQUIRE
arbeiten für den Tod ..,ASSERTIVE,ASSERT
"einer gewissen Sekte gefällt es in der Opferrolle bis die die Mehrheit stellt,",ASSERTIVE,ASSERT
es gibt keine andere Wahl,ASSERTIVE,ASSERT
"Tja,....",OTHER,OTHER
Einfach alles.,EXPRESSIVE,COMPLAIN
Das ist vor allem Schwachsinn.,UNSURE,UNSURE
#Pechgehabt,OTHER,OTHER
@welt @cem_oezdemir,DIRECTIVE,ADDRESS
Das arme Putzelchen.,UNSURE,UNSURE
ist doch wahr was liebkind sagt!,UNSURE,UNSURE
@SWRAktuell @AndiScheuer,DIRECTIVE,ADDRESS
"Hier mal eine Dortmunder Stimme: Ich habe gelesen, wie ihm nachgesagt wird, einen Pisselwahlkreis gehabt zu haben, in dem eh jeder SPDler gewinnt.",ASSERTIVE,ASSERT
@jogginghosenafa,DIRECTIVE,ADDRESS
@petraschnautzer @gundel_gaukeley @AlexF50451971,DIRECTIVE,ADDRESS
"Für die von Ihnen kolonisierten Völker sind alle Europäer ""Weiße""...",ASSERTIVE,ASSERT
"man zerstört den einzigen Rohstoff des Landes, die Intelligenz, die Innovation, den Erfindungsreichtum...",ASSERTIVE,ASSERT
🤓,EXPRESSIVE,expressEMOJI
don't judge,DIRECTIVE,REQUIRE
|LBR| Ich folge.,UNSURE,UNSURE
#Lindner,OTHER,OTHER
Also ich habe bei dem Herrn eine deutliche Alters Demenz gesehen.,UNSURE,UNSURE
@Dr_Tati_vanT @HeikoMaas,DIRECTIVE,ADDRESS
@nullachtk,DIRECTIVE,ADDRESS
"Wenn man nur genug scheiße baut, werden Ad Hominem Argumente auf einmal legitim:",ASSERTIVE,PREDICT
eine Fresse wie viel Fritierfett hat #markuslanz denn heute wieder in seinen Haaren?,DIRECTIVE,REQUEST
"""Gewalt zu Durchsetzung einer parlamentarischen Demokratie""(wie um 1945 geschehen) ist ebenso Feind dieser?",DIRECTIVE,REQUEST
@__redcat @jensspahn @der_Seehofer,DIRECTIVE,ADDRESS
"Nix darf man mehr, ey",UNSURE,UNSURE
Ich lehne den Islam in seiner Gänze ab.,ASSERTIVE,ASSERT
@ThomasOppermann,DIRECTIVE,ADDRESS
Soll dann hoffentlich bei der Stichwahl für Merz reichen,EXPRESSIVE,WISH
Diese Republik verblödet rapide!,EXPRESSIVE,COMPLAIN
#afdwegfegen,DIRECTIVE,REQUIRE
@jogginghosenafa,DIRECTIVE,ADDRESS
Wirfst du ihr Lügen vor?,DIRECTIVE,REQUEST
Bin verwirrt.,ASSERTIVE,ASSERT
"Assad und Putin helft uns doch,",DIRECTIVE,REQUIRE
Er wird dort wegen Mord und Raub gesucht!,ASSERTIVE,ASSERT
@heavenlydogz @nopgy8i7 @govkorea @mafrakorea,DIRECTIVE,ADDRESS
@realgruenweiss @duinnoord @Junge_Freiheit,DIRECTIVE,ADDRESS
bei ein paar ahnungslosen Trotteln wird schon was davon hängenbleiben... womit sie sogar Recht haben.,EXPRESSIVE,COMPLAIN
@ShakRiet,DIRECTIVE,ADDRESS
Kann man stolz drauf sein auf unsrer Eltern und Großeltern.,ASSERTIVE,ASSERT
Nach jedem „Vorfall“ das gleiche Spiel.,ASSERTIVE,ASSERT
@Trinchen312,DIRECTIVE,ADDRESS
