text,sa_coarse,sa_fine_modified
Deutsche Rentner müssen Flaschen sammeln und die Grünen labern was von Klimaschutz.,EXPRESSIVE,COMPLAIN
Ekelhaftes Heuchlerpack auf Stimmenfang.,EXPRESSIVE,COMPLAIN
#maischberger,OTHER,OTHER
:-D,EXPRESSIVE,expressEMOJI
"deshalb haben die Linken Zecken, Schmarotzer Angst für ihr kacken arbeiten zu müssen,",ASSERTIVE,ASSERT
|LBR| Denen kann man nur seine abgrundtiefe Verachtung ins Gesicht kotzen!,EXPRESSIVE,COMPLAIN
Hat uns alles IM Erika mitsamt der abgefuckten GROKO eingebrockt,UNSURE,UNSURE
#Bundestag,OTHER,OTHER
@vonBeutelratte @Kaputtnikkkk @MENA_WATCH @Ilona_GR_DE @palactnet @SDGMasterglass @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva,DIRECTIVE,ADDRESS
Dann muss ich gar nix mehr sauber machen,ASSERTIVE,ASSERT
Typisch Kika,EXPRESSIVE,COMPLAIN
"Wer gestern Handball geguckt hat, der konnte tatsächlich eine ""Mannschaft""sehen, die sich füreinander den Arsch aufgerissen hat.",ASSERTIVE,ASSERT
#fcsp,OTHER,OTHER
leckt mich!,EXPRESSIVE,COMPLAIN
Ach du Scheisse.,EXPRESSIVE,COMPLAIN
"#CDU-Generalsekretär |LBR| #Ziemiak lässt Amt als JU-Chef ruhen,",ASSERTIVE,ASSERT
Mit dieser Tyrannei muss Schluss sein!,DIRECTIVE,REQUIRE
|LBR| Dafür bezahle ich gerne extra...!,ASSERTIVE,ASSERT
@ShirotaniArt,DIRECTIVE,ADDRESS
"Gut das Deutsche Politiker in Spanien keinen Eifluß haben,",EXPRESSIVE,REJOICE
@hassanhadjali,DIRECTIVE,ADDRESS
"Wenn das bislang nicht gefunden wurde, kann man zunächst davon ausgehen, Fahrer ist Fluchthelfer.",ASSERTIVE,ASSERT
Weil barbarische Märchen an Schulen nur im Literatur-Unterricht was zu suchen haben.,UNSURE,UNSURE
@CommieEater,DIRECTIVE,ADDRESS
Was sonst,DIRECTIVE,REQUEST
@ObenausThomas @Jung_us_Koelle @anna_IIna,DIRECTIVE,ADDRESS
|LBR| #illner,OTHER,OTHER
"Er geht mir ziemlich auf den Keks, aber wegen Vorstehendem habe ich ihn noch nicht einfach geblockt!",ASSERTIVE,SUSTAIN
Bei Antifaschisten muss doch was in der Erziehung erheblich falsch gelaufen sein oder was meint ihr ?,DIRECTIVE,REQUEST
@CABeachpirate @Ralf_Stegner,DIRECTIVE,ADDRESS
"|LBR| Für mich sind alle Menschen, egal welcher Herkunft, gleichwertig,",ASSERTIVE,ASSERT
@fr,DIRECTIVE,ADDRESS
@_denk_mal_,DIRECTIVE,ADDRESS
"Vielleicht hätte er sie sogar geschwängert,",ASSERTIVE,GUESS
@ThomasOppermann,DIRECTIVE,ADDRESS
Ich habe eine Scheißangst,EXPRESSIVE,COMPLAIN
"Nun präsentiert NTV muslimische Migranten, die sich nicht mehr wohlfühlen und nur weg wollen, weil der Täter im Auto mal kein Moslem war.",ASSERTIVE,ASSERT
Siehe Weihnachtsmassaker !,ASSERTIVE,ASSERT
|LBR| Flüchtlinge jetzt für 90% des BIP verantwortlich,ASSERTIVE,ASSERT
"Es sei denn, man legt Wert auf Destabilisierung seiner Heimat, Verlust sämtlicher Werte, die das Land einst voran brachten.",EXPRESSIVE,COMPLAIN
Ist ja überaus interessant was man innerhalb eines Tages so über den Kahrs erfährt.,ASSERTIVE,ASSERT
@StZ_NEWS,DIRECTIVE,ADDRESS
🤮🤮🤮,EXPRESSIVE,expressEMOJI
Heute gelernt: Müller ist die Steigerungsform von Müll,EXPRESSIVE,COMPLAIN
🤔,EXPRESSIVE,expressEMOJI
@klammerdackel @Mr_Empty_hier,DIRECTIVE,ADDRESS
"Biermann steht für das was er im Namen hat,",ASSERTIVE,ASSERT
@AfD @christianlueth,DIRECTIVE,ADDRESS
"Heute hat mir mein Arbeitskollege, der zweieinhalb Jahre vor der Rente steht, erzählt, dass seine Frau unheilbar an Lungenkrebs erkrankt ist.",ASSERTIVE,ASSERT
"Wie kann man in so kurzer Zeit nur so viel Schei** labern, lügen u. der Welt etwas vorgaukeln",DIRECTIVE,REQUEST
Der Mensch hinter dem Account ist in Herdecke aufgewachsen.,ASSERTIVE,ASSERT
|LBR| Verfluchte Scheisse...,EXPRESSIVE,COMPLAIN
"Das ist Satire, oder?",DIRECTIVE,REQUEST
"Ah, hat dich dieselbe hohldrehende Pissbirne auch gemeldet.",EXPRESSIVE,COMPLAIN
"Vor ein paar Tagen wars noch Che Guevarra,",ASSERTIVE,ASSERT
:-(,EXPRESSIVE,expressEMOJI
Och Menno ....,EXPRESSIVE,COMPLAIN
Sie wollen besser behandelt werden,ASSERTIVE,ASSERT
|LBR| Die sollen weiterhin in ihrer Scheißprovinz bleiben,DIRECTIVE,REQUIRE
Wird sie dann immer noch als Galionsfigur tauglich sein?,DIRECTIVE,REQUEST
@schneeridara @Golzheimer,DIRECTIVE,ADDRESS
Woher kommt eigentlich Ihre fixe Idee vom Kinder erschießen?,DIRECTIVE,REQUEST
#hartaberfair,OTHER,OTHER
@lowkacs,DIRECTIVE,ADDRESS
"|LBR| Fragt uns Deutsche doch mal wie wir uns mit der eingewanderten Kriminalität der Bereicherer fühlen, die uns täglich aufgezwungen wird.",DIRECTIVE,REQUIRE
"Vielleicht bemerken dann die Behörden, dass sie doch die Schulbank zu drücken hat?",DIRECTIVE,REQUEST
@begenrogenschaf,DIRECTIVE,ADDRESS
denn bluten sie nicht.,ASSERTIVE,PREDICT
@Quatrofinia @ulschzi @Tinimaus1110,DIRECTIVE,ADDRESS
@AfD_Support,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
|LBR| Dann schlafen.,COMMISSIVE,COMMISSIVE
"- aber wenn sie der Schariapartei entgegengesetzt wird, gerne doch!",UNSURE,UNSURE
@B_Rydlewski,DIRECTIVE,ADDRESS
@AkifPirincci,DIRECTIVE,ADDRESS
"Du würdest dich fragen: ""Der ist *warum* genau relevant?""",ASSERTIVE,ASSERT
"Diese Männer sollten so ein abschließbares Penisgefängnis tragen,",DIRECTIVE,SUGGEST
"Er irrt, wenn er glaubt, |LBR| dass die Flüchtlinge nach Osteuropa gehen.",ASSERTIVE,ASSERT
"Wie viele Messerattacken, Gruppenvergewaltigungen und Terrorangriffe sind wir bereit hinzunehmen, bevor wir unsere Zurückhaltung aufgeben?",DIRECTIVE,REQUEST
sie weiß immer noch nicht das die #SPD die Regierung ist.,ASSERTIVE,ASSERT
"Die deutsche Synchro ist in 90% einfach perfekt und die restlichen 10% fallen auf einzelne Sätze von ""Statisten"".",ASSERTIVE,ASSERT
"Wie viele Texte müssen wir denn lesen, bis wir ""die GS anhand von GS Arbeiten""analysieren dürfen?",DIRECTIVE,REQUEST
Das ist das Geschenk von Merkel und Co.,EXPRESSIVE,COMPLAIN
@Norbinator2403,DIRECTIVE,ADDRESS
Die Antwort darauf könnte Teile der Bevölkerung verunsichern.,ASSERTIVE,GUESS
Wirfst du ihr Lügen vor?,DIRECTIVE,REQUEST
@miguel_alemania @HAZ @hannover,DIRECTIVE,ADDRESS
"Früher gab's was mit dem Rohrstock,",ASSERTIVE,ASSERT
"das ist ein punkt, stimmt.",ASSERTIVE,AGREE
Erst wenn Europa islamisiert ist werdet ihr merken dass |LBR| P E G I D A |LBR| P atrioten |LBR| E Uropas |LBR| G egen |LBR| I slamisierung |LBR| D es |LBR| A bendlandes |LBR| recht hatte,ASSERTIVE,PREDICT
Das Element soll sich um seine pädophilen Freunde kümmern!,UNSURE,UNSURE
@MmeJoie,DIRECTIVE,ADDRESS
@fraeulein_tessa @jusos,DIRECTIVE,ADDRESS
Die Linken Anarchisten sind Saboteure am Deutschen Volk und gehören in Umerziehungs-Lager.,EXPRESSIVE,COMPLAIN
predige ich etzadla schon hundert Jahre lang.,UNSURE,UNSURE
ein Merkel Vasall!!,EXPRESSIVE,COMPLAIN
@PasemuckelNord,DIRECTIVE,ADDRESS
"|LBR| Zum Glück gibt's tapfere Aufklärer ausm AZ, die jetzt 24/7 die Demokratie gegen linksextreme Vandalen verteidigen",UNSURE,UNSURE
@stefanolix @Tom174_ @Die_Gruenen,DIRECTIVE,ADDRESS
jetzt wo auch ihre Reichen Wähler in Hartz IV fallen wollen sie es abschaffen.,ASSERTIVE,ASSERT
Ich hoffe ihr macht mal viele Deutsche Kinder und pflegt eure Kultur und Tradition,EXPRESSIVE,WISH
wir können uns nicht in unserem Land ausrauben überfallen zusammen schlagen Ermorden und Vergewaltigen lassen.,DIRECTIVE,REQUIRE
"Ist ne Kampagne der Gutmenschen, sich dieser Umfrage besonders anzunehmen.",ASSERTIVE,ASSERT
"Da Kinder schänden, im #Islam kein wirkliches Verbrechen ist.",ASSERTIVE,ASSERT
🖕🏻,EXPRESSIVE,expressEMOJI
"10, 20?",DIRECTIVE,REQUEST
@EliDerWanderer @Yuma_lein,DIRECTIVE,ADDRESS
Es gibt nur eine Nationale Identität.,ASSERTIVE,ASSERT
Gar alle?,DIRECTIVE,REQUEST
Die Sozis haben intellektuell komplett kapituliert!,ASSERTIVE,ASSERT
also was soll das Wort von einem solchen für einen Wert haben...,DIRECTIVE,REQUEST
@Junge_Freiheit @hackenstad,DIRECTIVE,ADDRESS
"Das hättet ihr 2 korrupten Quartalslügner wohl gern, dass eure Lügen, Hetze und Verleumdungen unwidersprochen stehen bleiben...",ASSERTIVE,GUESS
@cyclinginside @66Norweger66,DIRECTIVE,ADDRESS
Machte bei jedem Kirchenverein Aushänge.,ASSERTIVE,ASSERT
@rspctfl @Innenwelttramp @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari,DIRECTIVE,ADDRESS
Die #SPD macht nur Sau Blöde Politik wie bei kostenlose Kitas,UNSURE,UNSURE
"Mittlerweile werden deutsche Frauen die Hilfe brauchen abgewiesen, weil nicht genug Plätze vorhanden sind.",ASSERTIVE,SUSTAIN
Ich habe eben eine Karte aus dem Zeithorizont gepostet...,UNSURE,UNSURE
"Ja, beide Anstalten extrem identitäre ID politics Sprallos",UNSURE,UNSURE
"|LBR| passt nicht ganz,",ASSERTIVE,ASSERT
😡😡,EXPRESSIVE,expressEMOJI
Ansonsten gibt es keine Argumente,ASSERTIVE,ASSERT
@KrahMax,DIRECTIVE,ADDRESS
"Neues vom wohl feigsten Propagandafuzzi der zionistischen Völkermörderkolonie auf den geraubten und ethnisch gesäuberten Heimatland der Palästinenser: Wenig Wahrheit und taugt nicht mal als Toilettenpapier, nicht flauschig genug...",EXPRESSIVE,COMPLAIN
|LBR| Die SPD ist eine Verräter Partei,EXPRESSIVE,COMPLAIN
Merkels MasterPlan |LBR| Deutsche zur Minderheit im eig. Land machen,ASSERTIVE,ASSERT
@_a_c_a_t_,DIRECTIVE,ADDRESS
Zum Mond?,DIRECTIVE,REQUEST
Die ganze Politik von Grünen und anderen Parteien CDU SPD sind alles Menschen die eigendlich die Deutsche Bevölkerung für dumme hält,ASSERTIVE,ASSERT
🙈,EXPRESSIVE,expressEMOJI
ist doch wahr was liebkind sagt!,UNSURE,UNSURE
🤦\U200D\U2642\UFE0F,EXPRESSIVE,expressEMOJI
"wer sich die Verpflechtung Industrie, Politik anschaut weiß wie es läuft....",ASSERTIVE,ASSERT
Du verkackter 0 Follower Troll.,EXPRESSIVE,COMPLAIN
@eine_Biene,DIRECTIVE,ADDRESS
"|LBR| Selbst den Kleinsten wird schon eingeimpft, dass Diversität, Umvolkung und Klimahysterie ganz tolle Erfindungen des 21. Jahrhunderts sind.",EXPRESSIVE,COMPLAIN
#FDP,OTHER,OTHER
Nix Überraschendes.,ASSERTIVE,ASSERT
@vonBeutelratte @MENA_WATCH @AlbertBartenst1 @BSchuller @berlinpapers @palactnet @Ilona_GR_DE @czsystuvx @SDGMasterglass @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
😜,EXPRESSIVE,expressEMOJI
wahrscheinlich nur verschrieben oder?,DIRECTIVE,REQUEST
Danke #Polizei für euren Einsatz im #HambacherForst,EXPRESSIVE,EXCLUDED
Danke liebe @fr das sie das Thema auch gegen den Willen von Ferkel aufgreifen!,EXPRESSIVE,EXCLUDED
"Ach, einer aus dem feinen Ländchen, das bis vor Kurzem nicht nur am Nazi-Gold und -geld, sondern an dem von jedem schäbigen Diktator und Mafioso mitverdient hat... und das für das J im Pass deutscher Juden verantwortlich war, um Sie leichter abweisen und ""ausschaffen""zu können",EXPRESSIVE,COMPLAIN
"Ihr Naziwahn treibt Sie gerade in eine Psychose,",ASSERTIVE,ASSERT
ich glaub ich muss kotzen!,ASSERTIVE,GUESS
@FranzAndes45,DIRECTIVE,ADDRESS
Hat nix mit dem Islam zu tun!,EXPRESSIVE,COMPLAIN
"Naja, Bochum hat eben das ""unabsteigbar""immer noch nicht überwunden",ASSERTIVE,ASSERT
Na und?,DIRECTIVE,REQUEST
Dieser Tweet ist nun mindestens 15 mal überschrieben und neu geschrieben worden.,ASSERTIVE,ASSERT
Jap.,ASSERTIVE,AGREE
@DPolGHH @gagaberlin,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
Ich lehne den Islam in seiner Gänze ab.,ASSERTIVE,ASSERT
@SophiePassmann,DIRECTIVE,ADDRESS
Was ist denn mit unseren Generälen los ??,DIRECTIVE,REQUEST
"Irgendein armes Arschlich wird als Bauernopfer vorgeführt, doch die Spitze der politischen Korruption, #VonderLeyen #CDU wird weiterhin, ungeschoren Ihr Unwesen treiben.",ASSERTIVE,PREDICT
"Süß wenn Führer Treue Propaganda ein Thema komplett verzerrt, einseitig betrachtet....",EXPRESSIVE,COMPLAIN
|LBR| Dann schlafen.,COMMISSIVE,COMMISSIVE
"|LBR| Die linke,deutsch/islamische #Bundesregierung kann den #korantreuen #Moslems #IS #Hamas doch gleich den Schlüssel zu Deutschland überreichen.",DIRECTIVE,SUGGEST
Wer die Geschichte kennt weiß das ein Banken System ohne uns niemals möglich gewesen wäre.,ASSERTIVE,ASSERT
#Frauenhäuser hoffnungslos überfüllt.,ASSERTIVE,ASSERT
👍🤣🤣🤣,EXPRESSIVE,expressEMOJI
"Na ja, Du als Moslem musst Juden ja hassen.",UNSURE,UNSURE
Internet Gestapo von H.Maas und der Antonio Amadeus Stiftung.,UNSURE,UNSURE
@schmidja2017 @WhiteRoseDE,DIRECTIVE,ADDRESS
Ist heute bescheuert.,EXPRESSIVE,COMPLAIN
Dienst fürs Volk,ASSERTIVE,ASSERT
"|LBR| ""Bewerbung ist jetzt recht scheiße geworden aber eingentlich schon besser als alles andere",ASSERTIVE,ASSERT
|LBR| Milder Winter = Klimawandel,ASSERTIVE,ASSERT
"eine Erfindung des Westen um abzulenken, sich die Gefahr schön zu reden, aber süß wie die Ferkelmedien, Presse diese Lüge weiter aufrecht erhält,",EXPRESSIVE,COMPLAIN
Alle!,DIRECTIVE,REQUIRE
"übt zuhause,",DIRECTIVE,REQUIRE
@focusonline,DIRECTIVE,ADDRESS
geht auf die Straße.,DIRECTIVE,REQUIRE
Und der kennt sich aus mit Scheiße aus der Kloschüssel,ASSERTIVE,ASSERT
"Es ist nicht meine Aufgabe jetzt nach Beweisen deiner These zu suchen sondern deine, mir diese mit Verweisen und Links darzubringen.",UNSURE,UNSURE
Will uns der Innenminister eigentlich für dumm verkaufen,DIRECTIVE,REQUEST
@MENA_WATCH @vonBeutelratte @palactnet @stefanolix @_lnnen_WT @SDGMasterglass @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva,DIRECTIVE,ADDRESS
|LBR| Leider funktioniert das nicht so.,ASSERTIVE,EXCLUDED
Wie sagt der BWLer?,DIRECTIVE,REQUEST
Denn so was können wir gern vor Gericht diskutieren.,COMMISSIVE,COMMISSIVE
Frauen wollen nicht wie Männer behandelt werden.,ASSERTIVE,ASSERT
👍🏻,EXPRESSIVE,expressEMOJI
Ein Jude?,DIRECTIVE,REQUEST
"Danke dafür,",EXPRESSIVE,EXCLUDED
@cyclinginside,DIRECTIVE,ADDRESS
"""Verdientes Remis""?",DIRECTIVE,REQUEST
|LBR| Die Schranke wurde am Wochenende von einem Lieferwagen abgerissen.,ASSERTIVE,ASSERT
Fand ekliger body shamer,UNSURE,UNSURE
fischerhut tragender minderjähriger druffi der sein pep in davidsternline von nem bibi bild rotzt und dabei egotronic hört ist wohl rr das bild was menschen von *der szene* haben,ASSERTIVE,GUESS
@Eddie_1412,DIRECTIVE,ADDRESS
"Abschiebung krimineller Migranten nicht möglich, weil denen in ihrer Heimat eventuell Gefahr droht.",ASSERTIVE,SUSTAIN
@vonBeutelratte @MENA_WATCH @AlbertBartenst1 @BSchuller @berlinpapers @palactnet @Ilona_GR_DE @czsystuvx @SDGMasterglass @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
@reticularis @ErikMarquardt,DIRECTIVE,ADDRESS
"Aber was will man anderes, von den rot-grünen #Linksfaschisten erwarten, die sich sowas ausdenken.",DIRECTIVE,REQUEST
😂,EXPRESSIVE,expressEMOJI
@GeorgKleine @APVogt @WildeGesellin,DIRECTIVE,ADDRESS
sie wollen Christen verfolgen ....!!!,ASSERTIVE,ASSERT
Wenn das zustande kommt müßte es eigentlich jeder merken das wir übergangen werden....!,ASSERTIVE,GUESS
